136.47	2.9191	5509	2483	2483	266.47	1.9528
132.29	2.8393	5013.5	2344	2344	248.6	1.9584
121.91	2.8454	5049.5	2335	2335	263.44	2.0035
140.39	3.105	4515.4	2026	2026	208.51	2.0046
152.14	3.1052	4522	1904	1904	172.42	1.8697
150.16	3.0736	4994.5	2227	2227	205.41	1.6393
141.38	2.9626	5416.2	2387	2387	228.05	1.6577
118.17	2.6488	4987.1	2128	2128	190.84	1.6524
117.13	2.6918	5049	2295	2295	211.75	1.6462
